Date,Open,High,Low,Close,Adj Close,Volume
2023-10-24,331.299988,331.839996,327.600006,330.529999,328.067505,31153600
2023-10-25,345.019989,346.200012,337.619995,340.670013,338.131958,55053800
2023-10-26,340.540009,341.630005,326.940002,327.890015,325.447205,37828500
2023-10-27,330.429993,336.720001,328.399994,329.809998,327.352875,29856500
2023-10-30,333.410004,339.450012,331.829987,337.309998,334.796997,22828100
2023-10-31,338.850006,339.000000,334.690002,338.109985,335.591034,20265300
2023-11-01,339.790009,347.420013,339.649994,346.070007,343.491730,28158800
2023-11-02,347.239990,348.829987,344.769989,348.320007,345.724976,24348100
2023-11-03,349.630005,354.390015,347.329987,352.799988,350.171570,23624000
2023-11-06,353.450012,357.540009,353.350006,356.529999,353.873810,23828300
2023-11-07,359.399994,362.459991,357.630005,360.529999,357.844025,25833900
2023-11-08,361.679993,363.869995,360.549988,363.200012,360.494110,26767800
2023-11-09,362.299988,364.790009,360.359985,360.690002,358.002808,24847300
2023-11-10,361.489990,370.100006,361.070007,369.670013,366.915924,28042100
2023-11-13,368.220001,368.470001,365.899994,366.679993,363.948181,19986500
2023-11-14,371.010010,371.950012,367.350006,370.269989,367.511383,27683900
2023-11-15,371.279999,373.130005,367.109985,369.670013,367.660645,26860100
2023-11-16,370.959991,376.350006,370.179993,376.170013,374.125336,27182300
2023-11-17,373.609985,374.369995,367.000000,369.850006,367.839661,40157000
2023-11-20,371.220001,378.869995,371.000000,377.440002,375.388397,52465100
2023-11-21,375.670013,376.220001,371.119995,373.070007,371.042145,28423100
2023-11-22,378.000000,379.790009,374.970001,377.850006,375.796173,23345300
2023-11-24,377.329987,377.970001,375.140015,377.429993,375.378418,10176600
2023-11-27,376.779999,380.640015,376.200012,378.609985,376.552002,22179200
2023-11-28,378.350006,383.000000,378.160004,382.700012,380.619843,20453100
2023-11-29,383.760010,384.299988,377.440002,378.850006,376.790710,28963400
2023-11-30,378.489990,380.089996,375.470001,378.910004,376.850403,30554400
2023-12-01,376.760010,378.160004,371.309998,374.510010,372.474304,33020400
2023-12-04,369.100006,369.519989,362.899994,369.140015,367.133514,32063300
2023-12-05,366.450012,373.079987,365.619995,372.519989,370.495117,23065000
2023-12-06,373.540009,374.179993,368.029999,368.799988,366.795349,21182100
2023-12-07,368.230011,371.450012,366.320007,370.950012,368.933655,23118900
2023-12-08,369.200012,374.459991,368.230011,374.230011,372.195862,20144800
2023-12-11,368.480011,371.600006,366.100006,371.299988,369.281738,27708800
2023-12-12,370.850006,374.420013,370.459991,374.380005,372.345032,24838300
2023-12-13,376.019989,377.640015,370.769989,374.369995,372.335052,30955500
2023-12-14,373.309998,373.760010,364.130005,365.929993,363.940918,43277500
2023-12-15,366.850006,372.399994,366.279999,370.730011,368.714874,78478200
2023-12-18,369.450012,373.000000,368.679993,372.649994,370.624390,21802900
2023-12-19,371.489990,373.260010,369.839996,373.260010,371.231140,20603700
2023-12-20,375.000000,376.029999,370.529999,370.619995,368.605438,26316700
2023-12-21,372.559998,374.410004,370.040009,373.540009,371.509613,17708000
2023-12-22,373.679993,375.179993,372.709991,374.579987,372.543915,17091100
2023-12-26,375.000000,376.940002,373.500000,374.660004,372.623505,12673100
2023-12-27,373.690002,375.059998,372.809998,374.070007,372.036713,14905400
2023-12-28,375.369995,376.459991,374.160004,375.279999,373.240112,14327000
2023-12-29,376.000000,377.160004,373.480011,376.040009,373.995972,18723000
2024-01-02,373.859985,375.899994,366.769989,370.869995,368.854095,25258600
2024-01-03,369.010010,373.260010,368.510010,370.600006,368.585571,23083500
2024-01-04,370.670013,373.100006,367.170013,367.940002,365.940002,20901500
2024-01-05,368.970001,372.059998,366.500000,367.750000,365.751038,20987000
2024-01-08,369.299988,375.200012,369.010010,374.690002,372.653351,23134000
2024-01-09,372.010010,375.989990,371.190002,375.790009,373.747375,20830000
2024-01-10,376.369995,384.170013,376.320007,382.769989,380.689392,25514200
2024-01-11,386.000000,390.679993,380.380005,384.630005,382.539307,27850800
2024-01-12,385.489990,388.679993,384.649994,388.470001,386.358429,21645700
2024-01-16,393.660004,394.029999,387.619995,390.269989,388.148651,27202300
2024-01-17,387.980011,390.109985,384.809998,389.470001,387.352997,22234100
2024-01-18,391.720001,393.989990,390.119995,393.869995,391.729065,23392100
2024-01-19,395.760010,398.670013,393.500000,398.670013,396.503021,29272000
2024-01-22,400.019989,400.619995,393.589996,396.510010,394.354736,27016900
2024-01-23,395.750000,399.380005,393.929993,398.899994,396.731720,20525900
2024-01-24,401.540009,405.630005,400.450012,402.559998,400.371826,24867000
2024-01-25,404.320007,407.010010,402.529999,404.869995,402.669281,21021200
2024-01-26,404.369995,406.170013,402.429993,403.929993,401.734406,17803300
2024-01-29,406.059998,409.980011,404.329987,409.720001,407.492920,24510200
2024-01-30,412.260010,413.049988,406.450012,408.589996,406.369080,33477600
2024-01-31,406.959991,415.320007,397.209991,397.579987,395.418915,47871100
2024-02-01,401.829987,408.000000,401.799988,403.779999,401.585236,30657700
2024-02-02,403.809998,412.649994,403.559998,411.220001,408.984772,28245000
2024-02-05,409.899994,411.160004,403.989990,405.649994,403.445068,25352300
2024-02-06,405.880005,407.970001,402.910004,405.489990,403.285889,18382600
2024-02-07,407.440002,414.299988,407.399994,414.049988,411.799377,22340500
2024-02-08,414.049988,415.559998,412.529999,414.109985,411.859039,21225300
2024-02-09,415.250000,420.820007,415.089996,420.549988,418.264038,22032800
2024-02-12,420.559998,420.739990,414.750000,415.260010,413.002838,21202900
2024-02-13,404.940002,410.070007,403.390015,406.320007,404.111420,27824900
2024-02-14,408.070007,409.839996,404.570007,409.489990,408.017273,20401200
2024-02-15,408.140015,409.130005,404.290009,406.559998,405.097839,21825500
2024-02-16,407.959991,408.290009,403.440002,404.059998,402.606842,22281100
2024-02-20,403.239990,404.489990,398.010010,402.790009,401.341400,24307900
2024-02-21,400.170013,402.290009,397.220001,402.179993,400.733582,18631100
2024-02-22,410.190002,412.829987,408.570007,411.649994,410.169525,27009900
2024-02-23,415.670013,415.859985,408.970001,410.339996,408.864227,16295900
2024-02-26,411.459991,412.160004,407.359985,407.540009,406.074310,16193500
2024-02-27,407.989990,408.320007,403.850006,407.480011,406.014557,14835800
2024-02-28,408.179993,409.299988,405.320007,407.720001,406.253693,13183100
2024-02-29,408.640015,414.200012,405.920013,413.640015,412.152405,31947300
2024-03-01,411.269989,415.869995,410.880005,415.500000,414.005676,17800300
2024-03-04,413.440002,417.350006,412.320007,414.920013,413.427795,17596000
2024-03-05,413.959991,414.250000,400.640015,402.649994,401.201904,26919200
2024-03-06,402.970001,405.160004,398.390015,402.089996,400.643921,22344100
2024-03-07,406.119995,409.779999,402.239990,409.140015,407.668579,18718500
2024-03-08,407.959991,410.420013,404.329987,406.220001,404.759064,17971700
2024-03-11,403.760010,405.679993,401.260010,404.519989,403.065155,16120800
2024-03-12,407.619995,415.570007,406.790009,415.279999,413.786469,22457000
2024-03-13,418.100006,418.179993,411.450012,415.100006,413.607147,17115900
2024-03-14,420.239990,427.820007,417.989990,425.220001,423.690735,34157300
2024-03-15,419.290009,422.600006,412.790009,416.420013,414.922394,45049800
2024-03-18,414.250000,420.730011,413.779999,417.320007,415.819153,20106000
2024-03-19,417.829987,421.670013,415.549988,421.410004,419.894440,19837900
2024-03-20,422.000000,425.959991,420.660004,425.230011,423.700714,17860100
2024-03-21,429.829987,430.820007,427.160004,429.369995,427.825806,21296200
2024-03-22,429.700012,429.859985,426.070007,428.739990,427.198090,17636500
2024-03-25,425.239990,427.410004,421.609985,422.859985,421.339203,18060500
2024-03-26,425.609985,425.989990,421.350006,421.649994,420.133575,16725600
2024-03-27,424.440002,424.450012,419.010010,421.429993,419.914368,16705000
2024-03-28,420.959991,421.869995,419.119995,420.720001,419.206909,21871200
2024-04-01,423.950012,427.890015,422.220001,424.570007,423.043060,16316000
2024-04-02,420.109985,422.380005,417.839996,421.440002,419.924347,17912000
2024-04-03,419.730011,423.260010,419.089996,420.450012,418.937897,16502300
2024-04-04,424.989990,428.670013,417.570007,417.880005,416.377136,19370900
2024-04-05,420.010010,426.510010,418.320007,425.519989,423.989624,16544300
2024-04-08,425.170013,427.279999,423.299988,424.589996,423.062988,14272400
2024-04-09,426.440002,427.739990,421.619995,426.279999,424.746948,12512300
2024-04-10,422.190002,424.029999,419.700012,423.260010,421.737793,16216600
2024-04-11,425.820007,429.369995,422.359985,427.929993,426.390961,17966400
2024-04-12,424.049988,425.179993,419.769989,421.899994,420.382690,19232100
2024-04-15,426.600006,426.820007,413.429993,413.640015,412.152405,20273500
2024-04-16,414.570007,418.399994,413.730011,414.579987,413.088989,16765600
2024-04-17,417.250000,418.880005,410.329987,411.839996,410.358856,15855500
2024-04-18,410.630005,411.890015,403.950012,404.269989,402.816071,21029900
2024-04-19,404.029999,405.480011,397.769989,399.119995,397.684601,30276500
2024-04-22,400.079987,402.850006,395.750000,400.959991,399.517975,20286900
2024-04-23,404.239990,408.200012,403.059998,407.570007,406.104218,15734500
2024-04-24,409.559998,412.470001,406.779999,409.059998,407.588867,15065300
2024-04-25,394.029999,399.890015,388.029999,399.040009,397.604919,40586500
2024-04-26,412.170013,413.000000,405.760010,406.320007,404.858704,29694700
2024-04-29,405.250000,406.320007,399.190002,402.250000,400.803345,19582100
2024-04-30,401.489990,402.160004,389.170013,389.329987,387.929810,28781400
2024-05-01,392.609985,401.720001,390.309998,394.940002,393.519623,23562500
2024-05-02,397.660004,399.929993,394.649994,397.839996,396.409180,17709400
2024-05-03,402.279999,407.149994,401.859985,406.660004,405.197479,17446700
2024-05-06,408.760010,413.929993,406.369995,413.540009,412.052765,16996600
2024-05-07,414.660004,414.670013,409.089996,409.339996,407.867828,20018200
2024-05-08,408.170013,412.230011,406.709991,410.540009,409.063568,11792300
2024-05-09,410.570007,412.720001,409.100006,412.320007,410.837158,14689700
2024-05-10,412.940002,415.380005,411.799988,414.739990,413.248413,13402300
2024-05-13,418.010010,418.350006,410.820007,413.720001,412.232086,15440200
2024-05-14,412.019989,417.489990,411.549988,416.559998,415.061890,15109300
2024-05-15,417.899994,423.809998,417.269989,423.079987,422.318787,22239500
2024-05-16,421.799988,425.420013,420.350006,420.989990,420.232574,17530100
2024-05-17,422.540009,422.920013,418.029999,420.209991,419.453949,15352200
2024-05-20,420.209991,426.769989,419.989990,425.339996,424.574738,16272100
2024-05-21,426.829987,432.970001,424.850006,429.040009,428.268097,21453300
2024-05-22,430.089996,432.410004,427.130005,430.519989,429.745422,18073700
2024-05-23,432.970001,433.600006,425.420013,427.000000,426.231750,17211700
2024-05-24,427.190002,431.059998,424.410004,430.160004,429.386078,11845800
2024-05-28,429.630005,430.820007,426.600006,430.320007,429.545776,15718000
2024-05-29,425.690002,430.940002,425.690002,429.170013,428.397858,15517100
2024-05-30,424.299988,424.299988,414.239990,414.670013,413.923950,28424800
2024-05-31,416.750000,416.750000,404.510010,415.130005,414.383118,47995300
2024-06-03,415.529999,416.429993,408.920013,413.519989,412.776001,17484700
2024-06-04,412.429993,416.440002,409.679993,416.070007,415.321442,14348900
2024-06-05,417.809998,424.079987,416.299988,424.010010,423.247131,16988000
2024-06-06,424.010010,425.309998,420.579987,424.519989,423.756195,14861300
2024-06-07,426.200012,426.279999,423.000000,423.850006,423.087433,13621700
2024-06-10,424.700012,428.079987,423.890015,427.869995,427.100189,14003000
2024-06-11,425.480011,432.820007,425.250000,432.679993,431.901520,14551100
2024-06-12,435.320007,443.399994,433.250000,441.059998,440.266449,22366200
2024-06-13,440.850006,443.390015,439.369995,441.579987,440.785522,15960600
2024-06-14,438.279999,443.140015,436.720001,442.570007,441.773743,13582000
2024-06-17,442.589996,450.940002,440.720001,448.369995,447.563293,20790000
2024-06-18,449.709991,450.140015,444.890015,446.339996,445.536957,17112500
2024-06-20,446.299988,446.529999,441.269989,445.700012,444.898132,19877400
2024-06-21,447.380005,450.579987,446.510010,449.779999,448.970764,34486200
2024-06-24,449.799988,452.750000,446.410004,447.670013,446.864594,15913700
2024-06-25,448.250000,451.420013,446.750000,450.950012,450.138672,16747500
2024-06-26,449.000000,453.600006,448.190002,452.160004,451.346497,16507000
2024-06-27,452.179993,456.170013,451.769989,452.850006,452.035248,14806300
2024-06-28,453.070007,455.380005,446.410004,446.950012,446.145874,28362300
2024-07-01,448.660004,457.369995,445.660004,456.730011,455.908264,17662800
2024-07-02,453.200012,459.589996,453.109985,459.279999,458.453674,13979800
2024-07-03,458.190002,461.019989,457.880005,460.769989,459.940979,9932800
2024-07-05,459.609985,468.350006,458.970001,467.559998,466.718781,16000300
2024-07-08,466.549988,467.700012,464.459991,466.239990,465.401154,12962300
2024-07-09,467.000000,467.329987,458.000000,459.540009,458.713226,17207200
2024-07-10,461.220001,466.459991,458.859985,466.250000,465.411133,18196100
2024-07-11,462.980011,464.779999,451.549988,454.700012,453.881927,23111200
2024-07-12,454.329987,456.359985,450.649994,453.549988,452.733978,16324300
2024-07-15,453.299988,457.260010,451.429993,453.959991,453.143250,14429400
2024-07-16,454.220001,454.299988,446.660004,449.519989,448.711243,17175700
2024-07-17,442.589996,444.850006,439.179993,443.519989,442.722015,21778000
2024-07-18,444.339996,444.649994,434.399994,440.369995,439.577698,20794800
2024-07-19,433.100006,441.140015,432.000000,437.109985,436.323547,20940400
2024-07-22,441.790009,444.600006,438.910004,442.940002,442.143066,15808800
2024-07-23,443.899994,448.390015,443.100006,444.850006,444.049652,13107100
2024-07-24,440.450012,441.480011,427.589996,428.899994,428.128326,26805800
2024-07-25,428.799988,429.799988,417.510010,418.399994,417.647217,29943800
2024-07-26,418.200012,428.920013,417.269989,425.269989,424.504852,23583800
2024-07-29,431.579987,432.149994,424.700012,426.730011,425.962250,15125800
2024-07-30,427.720001,429.049988,417.359985,422.920013,422.159119,32687600
2024-07-31,420.500000,421.779999,412.209991,418.350006,417.597321,42891400
2024-08-01,420.790009,427.459991,413.089996,417.109985,416.359528,30296400
2024-08-02,412.489990,415.000000,404.339996,408.489990,407.755035,29437900
2024-08-05,389.170013,401.040009,385.579987,395.149994,394.439056,40709200
2024-08-06,400.000000,405.670013,398.500000,399.609985,398.891022,24946500
2024-08-07,408.640015,410.079987,397.470001,398.429993,397.713165,20650900
2024-08-08,402.440002,405.859985,399.940002,402.690002,401.965485,20203000
2024-08-09,404.029999,408.049988,402.260010,406.019989,405.289490,19276700
2024-08-12,407.059998,408.760010,404.239990,406.809998,406.078064,16762900
2024-08-13,409.589996,414.950012,409.570007,414.010010,413.265137,19414300
2024-08-14,414.799988,417.720001,412.450012,416.859985,416.109985,18267000
2024-08-15,419.799988,421.109985,417.660004,421.029999,421.029999,20752100
2024-08-16,420.600006,421.339996,417.299988,418.470001,418.470001,22775600
2024-08-19,418.959991,421.750000,416.459991,421.529999,421.529999,15234000
2024-08-20,421.700012,425.859985,421.640015,424.799988,424.799988,16387600
2024-08-21,424.079987,426.399994,421.720001,424.140015,424.140015,16067300
2024-08-22,424.359985,426.790009,414.609985,415.549988,415.549988,19361900
2024-08-23,416.980011,419.260010,412.089996,416.790009,416.790009,18493800
2024-08-26,416.369995,417.279999,411.339996,413.489990,413.489990,13152800
2024-08-27,412.859985,414.359985,410.250000,413.839996,413.839996,13492900
2024-08-28,414.880005,415.000000,407.309998,410.600006,410.600006,14882700
2024-08-29,414.940002,422.049988,410.600006,413.119995,413.119995,17045200
2024-08-30,415.600006,417.489990,412.130005,417.140015,417.140015,24308300
2024-09-03,417.910004,419.880005,407.029999,409.440002,409.440002,20285900
2024-09-04,405.910004,411.239990,404.369995,408.899994,408.899994,15108400
